user_id,action,action_start,answer
610cab38-94fe-4d81-991e-a790eeeed696,make,2025-04-27 23:44:13.419794,Honda
610cab38-94fe-4d81-991e-a790eeeed696,year,2025-04-27 23:44:18.419794,2010
610cab38-94fe-4d81-991e-a790eeeed696,mileage,2025-04-27 23:44:27.419794,81807
327ec0c5-f84a-472b-b734-f30ddb22dfeb,postal_code,2025-04-27 23:43:54.419794,71146
327ec0c5-f84a-472b-b734-f30ddb22dfeb,vehicle_type,2025-04-27 23:44:04.419794,Bike
327ec0c5-f84a-472b-b734-f30ddb22dfeb,make,2025-04-27 23:44:13.419794,Honda
327ec0c5-f84a-472b-b734-f30ddb22dfeb,year,2025-04-27 23:44:21.419794,2011
327ec0c5-f84a-472b-b734-f30ddb22dfeb,mileage,2025-04-27 23:44:29.419794,79577
327ec0c5-f84a-472b-b734-f30ddb22dfeb,bike_type,2025-04-27 23:44:34.419794,Electric Bike
327ec0c5-f84a-472b-b734-f30ddb22dfeb,bike_range,2025-04-27 23:44:43.419794,50
327ec0c5-f84a-472b-b734-f30ddb22dfeb,bike_repairs,2025-04-27 23:44:50.419794,Yes
327ec0c5-f84a-472b-b734-f30ddb22dfeb,condition,2025-04-27 23:44:56.419794,Good
327ec0c5-f84a-472b-b734-f30ddb22dfeb,email,2025-04-27 23:45:03.419794,user873@example.com
327ec0c5-f84a-472b-b734-f30ddb22dfeb,data_posted,2025-04-27 23:45:08.419794,true
7ca02ff1-ea32-4a62-8de1-606827e79401,postal_code,2025-04-27 23:43:54.419794,45029
7ca02ff1-ea32-4a62-8de1-606827e79401,vehicle_type,2025-04-27 23:44:01.419794,Car
7ca02ff1-ea32-4a62-8de1-606827e79401,make,2025-04-27 23:44:10.419794,Ford
7ca02ff1-ea32-4a62-8de1-606827e79401,year,2025-04-27 23:44:15.419794,2024
7ca02ff1-ea32-4a62-8de1-606827e79401,mileage,2025-04-27 23:44:21.419794,160989
7ca02ff1-ea32-4a62-8de1-606827e79401,model,2025-04-27 23:44:28.419794,Model Z
7ca02ff1-ea32-4a62-8de1-606827e79401,fuel_type,2025-04-27 23:44:36.419794,Hybrid
7ca02ff1-ea32-4a62-8de1-606827e79401,battery_health,2025-04-27 23:44:43.419794,Average
7ca02ff1-ea32-4a62-8de1-606827e79401,condition,2025-04-27 23:44:50.419794,Excellent
7ca02ff1-ea32-4a62-8de1-606827e79401,email,2025-04-27 23:44:55.419794,user5376@example.com
7ca02ff1-ea32-4a62-8de1-606827e79401,data_posted,2025-04-27 23:45:05.419794,true
13679f67-5b38-4957-bdaf-c1bdb611c02a,postal_code,2025-04-27 23:43:54.419794,54800
13679f67-5b38-4957-bdaf-c1bdb611c02a,vehicle_type,2025-04-27 23:44:01.419794,Truck
13679f67-5b38-4957-bdaf-c1bdb611c02a,make,2025-04-27 23:44:11.419794,Trek
13679f67-5b38-4957-bdaf-c1bdb611c02a,year,2025-04-27 23:44:20.419794,2014
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,postal_code,2025-04-27 23:43:54.419794,43664
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,vehicle_type,2025-04-27 23:44:04.419794,Motorcycle
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,make,2025-04-27 23:44:10.419794,Ford
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,year,2025-04-27 23:44:18.419794,2016
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,mileage,2025-04-27 23:44:27.419794,101916
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,motorcycle_style,2025-04-27 23:44:34.419794,Off-road
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,repairs_accidents,2025-04-27 23:44:41.419794,No
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,motorcycle_power,2025-04-27 23:44:49.419794,Electric
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,battery_health,2025-04-27 23:44:56.419794,Average
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,condition,2025-04-27 23:45:04.419794,Needs repair
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,email,2025-04-27 23:45:12.419794,user4614@example.com
b8b3df1d-3d35-43f5-9bb6-ba1667e42c2f,data_posted,2025-04-27 23:45:18.419794,true
87e6826a-8f2b-4cd5-b8a6-52a9915dd52e,postal_code,2025-04-27 23:43:54.419794,56015
87e6826a-8f2b-4cd5-b8a6-52a9915dd52e,vehicle_type,2025-04-27 23:43:59.419794,Car
87e6826a-8f2b-4cd5-b8a6-52a9915dd52e,make,2025-04-27 23:44:06.419794,Trek
87e6826a-8f2b-4cd5-b8a6-52a9915dd52e,year,2025-04-27 23:44:13.419794,2023
87e6826a-8f2b-4cd5-b8a6-52a9915dd52e,mileage,2025-04-27 23:44:21.419794,61292
87e6826a-8f2b-4cd5-b8a6-52a9915dd52e,model,2025-04-27 23:44:30.419794,Model Y
87e6826a-8f2b-4cd5-b8a6-52a9915dd52e,fuel_type,2025-04-27 23:44:37.419794,Diesel
0735996d-0afe-4068-9976-0adf3f496b83,postal_code,2025-04-27 23:43:54.419794,18148
0735996d-0afe-4068-9976-0adf3f496b83,vehicle_type,2025-04-27 23:44:00.419794,Bike
0735996d-0afe-4068-9976-0adf3f496b83,make,2025-04-27 23:44:09.419794,Toyota
0735996d-0afe-4068-9976-0adf3f496b83,year,2025-04-27 23:44:17.419794,1999
0735996d-0afe-4068-9976-0adf3f496b83,mileage,2025-04-27 23:44:23.419794,46159
0735996d-0afe-4068-9976-0adf3f496b83,bike_type,2025-04-27 23:44:29.419794,Road
0735996d-0afe-4068-9976-0adf3f496b83,bike_repairs,2025-04-27 23:44:35.419794,No
0735996d-0afe-4068-9976-0adf3f496b83,condition,2025-04-27 23:44:44.419794,Good
0735996d-0afe-4068-9976-0adf3f496b83,email,2025-04-27 23:44:49.419794,user9113@example.com
0735996d-0afe-4068-9976-0adf3f496b83,data_posted,2025-04-27 23:44:56.419794,true
620e4b01-fb36-46f5-ab62-8ba4e0556de4,postal_code,2025-04-27 23:43:54.419794,62928
620e4b01-fb36-46f5-ab62-8ba4e0556de4,vehicle_type,2025-04-27 23:44:00.419794,Bike
620e4b01-fb36-46f5-ab62-8ba4e0556de4,make,2025-04-27 23:44:08.419794,BMW
620e4b01-fb36-46f5-ab62-8ba4e0556de4,year,2025-04-27 23:44:14.419794,1997
620e4b01-fb36-46f5-ab62-8ba4e0556de4,mileage,2025-04-27 23:44:20.419794,121438
620e4b01-fb36-46f5-ab62-8ba4e0556de4,bike_type,2025-04-27 23:44:27.419794,Mountain
620e4b01-fb36-46f5-ab62-8ba4e0556de4,bike_repairs,2025-04-27 23:44:36.419794,Yes
620e4b01-fb36-46f5-ab62-8ba4e0556de4,condition,2025-04-27 23:44:42.419794,Needs repair
100bbc48-1709-4bf7-8ec4-32c0df508364,postal_code,2025-04-27 23:43:54.419794,71793
100bbc48-1709-4bf7-8ec4-32c0df508364,vehicle_type,2025-04-27 23:44:02.419794,Truck
d0797c63-61b8-4830-b8a1-38373f56edc8,postal_code,2025-04-27 23:43:54.419794,72971
d0797c63-61b8-4830-b8a1-38373f56edc8,vehicle_type,2025-04-27 23:44:01.419794,Truck
d0797c63-61b8-4830-b8a1-38373f56edc8,make,2025-04-27 23:44:08.419794,Ford
d0797c63-61b8-4830-b8a1-38373f56edc8,year,2025-04-27 23:44:17.419794,2017
30f741ca-b980-4d94-a593-e9723d9f4b7d,postal_code,2025-04-27 23:43:54.419794,99143
30f741ca-b980-4d94-a593-e9723d9f4b7d,vehicle_type,2025-04-27 23:44:03.419794,Car
30f741ca-b980-4d94-a593-e9723d9f4b7d,make,2025-04-27 23:44:08.419794,Honda
30f741ca-b980-4d94-a593-e9723d9f4b7d,year,2025-04-27 23:44:18.419794,1998
78a7115a-1e6c-4a1f-9d65-a9a7bbad65b5,postal_code,2025-04-27 23:43:54.419794,55889
78a7115a-1e6c-4a1f-9d65-a9a7bbad65b5,vehicle_type,2025-04-27 23:44:01.419794,Bike
78a7115a-1e6c-4a1f-9d65-a9a7bbad65b5,make,2025-04-27 23:44:08.419794,Honda
78a7115a-1e6c-4a1f-9d65-a9a7bbad65b5,year,2025-04-27 23:44:15.419794,2024
78a7115a-1e6c-4a1f-9d65-a9a7bbad65b5,mileage,2025-04-27 23:44:20.419794,110321
a8f44ce9-87f2-4cb9-b7d7-c83f56a8036d,postal_code,2025-04-27 23:43:54.419794,86983
a8f44ce9-87f2-4cb9-b7d7-c83f56a8036d,vehicle_type,2025-04-27 23:44:03.419794,Truck
a8f44ce9-87f2-4cb9-b7d7-c83f56a8036d,make,2025-04-27 23:44:12.419794,Trek
a8f44ce9-87f2-4cb9-b7d7-c83f56a8036d,year,2025-04-27 23:44:20.419794,1992
a8f44ce9-87f2-4cb9-b7d7-c83f56a8036d,mileage,2025-04-27 23:44:25.419794,119158
fddbc4d8-4a60-4905-adfe-0c179124defd,postal_code,2025-04-27 23:43:54.419794,15730
fddbc4d8-4a60-4905-adfe-0c179124defd,vehicle_type,2025-04-27 23:44:00.419794,Motorcycle
fddbc4d8-4a60-4905-adfe-0c179124defd,make,2025-04-27 23:44:10.419794,Honda
fddbc4d8-4a60-4905-adfe-0c179124defd,year,2025-04-27 23:44:17.419794,2002
fddbc4d8-4a60-4905-adfe-0c179124defd,mileage,2025-04-27 23:44:26.419794,122901
fddbc4d8-4a60-4905-adfe-0c179124defd,motorcycle_style,2025-04-27 23:44:35.419794,Touring
fddbc4d8-4a60-4905-adfe-0c179124defd,repairs_accidents,2025-04-27 23:44:45.419794,No
fddbc4d8-4a60-4905-adfe-0c179124defd,motorcycle_power,2025-04-27 23:44:55.419794,Electric
fddbc4d8-4a60-4905-adfe-0c179124defd,battery_health,2025-04-27 23:45:03.419794,Good
fddbc4d8-4a60-4905-adfe-0c179124defd,condition,2025-04-27 23:45:13.419794,Good
fddbc4d8-4a60-4905-adfe-0c179124defd,email,2025-04-27 23:45:19.419794,user6911@example.com
fddbc4d8-4a60-4905-adfe-0c179124defd,data_posted,2025-04-27 23:45:29.419794,true
dbf8287c-a01b-4014-92f4-55c2ddeba807,postal_code,2025-04-27 23:43:54.419794,45926
dbf8287c-a01b-4014-92f4-55c2ddeba807,vehicle_type,2025-04-27 23:44:04.419794,Truck
dbf8287c-a01b-4014-92f4-55c2ddeba807,make,2025-04-27 23:44:13.419794,Specialized
dbf8287c-a01b-4014-92f4-55c2ddeba807,year,2025-04-27 23:44:22.419794,2000
b27a9d23-7339-4b02-bea3-d93874099cd4,postal_code,2025-04-27 23:43:54.419794,95310
b27a9d23-7339-4b02-bea3-d93874099cd4,vehicle_type,2025-04-27 23:44:01.419794,Car
b27a9d23-7339-4b02-bea3-d93874099cd4,make,2025-04-27 23:44:08.419794,Harley-Davidson
f2fbbf6c-85c3-4f71-ae19-df07e48d108d,postal_code,2025-04-27 23:43:54.419794,54271
f2fbbf6c-85c3-4f71-ae19-df07e48d108d,vehicle_type,2025-04-27 23:44:01.419794,Truck
